Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1787432621,2026-08-22T21:03:41Z,WUK933J,"51.876514,-0.369155",0,9,281
1787432626,2026-08-22T21:03:46Z,WUK933J,"51.876652,-0.369377",0,9,306
1787432633,2026-08-22T21:03:53Z,WUK933J,"51.876926,-0.369545",0,11,337
1787432639,2026-08-22T21:03:59Z,WUK933J,"51.877258,-0.369731",0,13,340
1787432643,2026-08-22T21:04:03Z,WUK933J,"51.877464,-0.369835",0,15,343
1787432646,2026-08-22T21:04:06Z,WUK933J,"51.877785,-0.370009",0,17,343
1787432650,2026-08-22T21:04:10Z,WUK933J,"51.878071,-0.370159",0,18,343
1787432654,2026-08-22T21:04:14Z,WUK933J,"51.878407,-0.370331",0,20,343
1787432661,2026-08-22T21:04:21Z,WUK933J,"51.879078,-0.370696",0,23,343
1787432670,2026-08-22T21:04:30Z,WUK933J,"51.879524,-0.370937",0,21,343
1787432677,2026-08-22T21:04:37Z,WUK933J,"51.880417,-0.371401",0,13,343
1787432688,2026-08-22T21:04:48Z,WUK933J,"51.880898,-0.371666",0,7,340
1787432696,2026-08-22T21:04:56Z,WUK933J,"51.881115,-0.371772",0,6,340
1787432704,2026-08-22T21:05:04Z,WUK933J,"51.881329,-0.371876",0,5,343
1787432715,2026-08-22T21:05:15Z,WUK933J,"51.881561,-0.371995",0,6,343
1787432722,2026-08-22T21:05:22Z,WUK933J,"51.881817,-0.372124",0,7,343
1787432730,2026-08-22T21:05:30Z,WUK933J,"51.882038,-0.372257",0,7,340
1787432736,2026-08-22T21:05:36Z,WUK933J,"51.882248,-0.372372",0,8,340
1787432742,2026-08-22T21:05:42Z,WUK933J,"51.882397,-0.3727",0,10,306
1787432746,2026-08-22T21:05:46Z,WUK933J,"51.882378,-0.37302",0,10,272
1787432750,2026-08-22T21:05:50Z,WUK933J,"51.882317,-0.37323",0,8,255
1787432756,2026-08-22T21:05:56Z,WUK933J,"51.882389,-0.373478",0,8,286
1787432763,2026-08-22T21:06:03Z,WUK933J,"51.882622,-0.373516",0,8,337
1787432778,2026-08-22T21:06:18Z,WUK933J,"51.882866,-0.37365",0,2,340
